json_path,img_file_from_json,img_key,num_anns_in_json,category_ids,category_names,has_image_match,matched_img_path
../data/train_annotations/K-001900-016548-019607-029451_json/K-029451/K-001900-016548-019607-029451_0_2_0_2_75_000_200.json,K-001900-016548-019607-029451_0_2_0_2_75_000_200.png,K-001900-016548-019607-029451_0_2_0_2_75_000_200,1,[29450],['레일라정'],True,../data/train_images/K-001900-016548-019607-029451_0_2_0_2_75_000_200.png
../data/train_annotations/K-001900-016548-019607-029451_json/K-019607/K-001900-016548-019607-029451_0_2_0_2_70_000_200.json,K-001900-016548-019607-029451_0_2_0_2_70_000_200.png,K-001900-016548-019607-029451_0_2_0_2_70_000_200,1,[19606],['스토가정 10mg'],True,../data/train_images/K-001900-016548-019607-029451_0_2_0_2_70_000_200.png
../data/train_annotations/K-001900-016548-019607-029451_json/K-019607/K-001900-016548-019607-029451_0_2_0_2_90_000_200.json,K-001900-016548-019607-029451_0_2_0_2_90_000_200.png,K-001900-016548-019607-029451_0_2_0_2_90_000_200,1,[19606],['스토가정 10mg'],True,../data/train_images/K-001900-016548-019607-029451_0_2_0_2_90_000_200.png
../data/train_annotations/K-001900-016548-019607-029451_json/K-019607/K-001900-016548-019607-029451_0_2_0_2_75_000_200.json,K-001900-016548-019607-029451_0_2_0_2_75_000_200.png,K-001900-016548-019607-029451_0_2_0_2_75_000_200,1,[19606],['스토가정 10mg'],True,../data/train_images/K-001900-016548-019607-029451_0_2_0_2_75_000_200.png
../data/train_annotations/K-003351-003832-022074_json/K-003351/K-003351-003832-022074_0_2_0_2_90_000_200.json,K-003351-003832-022074_0_2_0_2_90_000_200.png,K-003351-003832-022074_0_2_0_2_90_000_200,1,[3350],['일양하이트린정 2mg'],True,../data/train_images/K-003351-003832-022074_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-003832-022074_json/K-003351/K-003351-003832-022074_0_2_0_2_70_000_200.json,K-003351-003832-022074_0_2_0_2_70_000_200.png,K-003351-003832-022074_0_2_0_2_70_000_200,1,[3350],['일양하이트린정 2mg'],True,../data/train_images/K-003351-003832-022074_0_2_0_2_70_000_200.png
../data/train_annotations/K-003351-003832-022074_json/K-003351/K-003351-003832-022074_0_2_0_2_75_000_200.json,K-003351-003832-022074_0_2_0_2_75_000_200.png,K-003351-003832-022074_0_2_0_2_75_000_200,1,[3350],['일양하이트린정 2mg'],True,../data/train_images/K-003351-003832-022074_0_2_0_2_75_000_200.png
../data/train_annotations/K-003351-003832-022074_json/K-022074/K-003351-003832-022074_0_2_0_2_90_000_200.json,K-003351-003832-022074_0_2_0_2_90_000_200.png,K-003351-003832-022074_0_2_0_2_90_000_200,1,[22073],['리피로우정 20mg'],True,../data/train_images/K-003351-003832-022074_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-003832-022074_json/K-022074/K-003351-003832-022074_0_2_0_2_70_000_200.json,K-003351-003832-022074_0_2_0_2_70_000_200.png,K-003351-003832-022074_0_2_0_2_70_000_200,1,[22073],['리피로우정 20mg'],True,../data/train_images/K-003351-003832-022074_0_2_0_2_70_000_200.png
../data/train_annotations/K-003351-003832-022074_json/K-022074/K-003351-003832-022074_0_2_0_2_75_000_200.json,K-003351-003832-022074_0_2_0_2_75_000_200.png,K-003351-003832-022074_0_2_0_2_75_000_200,1,[22073],['리피로우정 20mg'],True,../data/train_images/K-003351-003832-022074_0_2_0_2_75_000_200.png
../data/train_annotations/K-003351-003832-022074_json/K-003832/K-003351-003832-022074_0_2_0_2_90_000_200.json,K-003351-003832-022074_0_2_0_2_90_000_200.png,K-003351-003832-022074_0_2_0_2_90_000_200,1,[3831],['뉴로메드정(옥시라세탐)'],True,../data/train_images/K-003351-003832-022074_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-003832-022074_json/K-003832/K-003351-003832-022074_0_2_0_2_70_000_200.json,K-003351-003832-022074_0_2_0_2_70_000_200.png,K-003351-003832-022074_0_2_0_2_70_000_200,1,[3831],['뉴로메드정(옥시라세탐)'],True,../data/train_images/K-003351-003832-022074_0_2_0_2_70_000_200.png
../data/train_annotations/K-003351-003832-022074_json/K-003832/K-003351-003832-022074_0_2_0_2_75_000_200.json,K-003351-003832-022074_0_2_0_2_75_000_200.png,K-003351-003832-022074_0_2_0_2_75_000_200,1,[3831],['뉴로메드정(옥시라세탐)'],True,../data/train_images/K-003351-003832-022074_0_2_0_2_75_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-027926/K-001900-016548-021771-027926_0_2_0_2_70_000_200.json,K-001900-016548-021771-027926_0_2_0_2_70_000_200.png,K-001900-016548-021771-027926_0_2_0_2_70_000_200,1,[27925],['울트라셋이알서방정'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_70_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-027926/K-001900-016548-021771-027926_0_2_0_2_90_000_200.json,K-001900-016548-021771-027926_0_2_0_2_90_000_200.png,K-001900-016548-021771-027926_0_2_0_2_90_000_200,1,[27925],['울트라셋이알서방정'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_90_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-027926/K-001900-016548-021771-027926_0_2_0_2_75_000_200.json,K-001900-016548-021771-027926_0_2_0_2_75_000_200.png,K-001900-016548-021771-027926_0_2_0_2_75_000_200,1,[27925],['울트라셋이알서방정'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_75_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-016548/K-001900-016548-021771-027926_0_2_0_2_70_000_200.json,K-001900-016548-021771-027926_0_2_0_2_70_000_200.png,K-001900-016548-021771-027926_0_2_0_2_70_000_200,1,[16547],['가바토파정 100mg'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_70_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-016548/K-001900-016548-021771-027926_0_2_0_2_90_000_200.json,K-001900-016548-021771-027926_0_2_0_2_90_000_200.png,K-001900-016548-021771-027926_0_2_0_2_90_000_200,1,[16547],['가바토파정 100mg'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_90_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-016548/K-001900-016548-021771-027926_0_2_0_2_75_000_200.json,K-001900-016548-021771-027926_0_2_0_2_75_000_200.png,K-001900-016548-021771-027926_0_2_0_2_75_000_200,1,[16547],['가바토파정 100mg'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_75_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-001900/K-001900-016548-021771-027926_0_2_0_2_70_000_200.json,K-001900-016548-021771-027926_0_2_0_2_70_000_200.png,K-001900-016548-021771-027926_0_2_0_2_70_000_200,1,[1899],['보령부스파정 5mg'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_70_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-001900/K-001900-016548-021771-027926_0_2_0_2_90_000_200.json,K-001900-016548-021771-027926_0_2_0_2_90_000_200.png,K-001900-016548-021771-027926_0_2_0_2_90_000_200,1,[1899],['보령부스파정 5mg'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_90_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-001900/K-001900-016548-021771-027926_0_2_0_2_75_000_200.json,K-001900-016548-021771-027926_0_2_0_2_75_000_200.png,K-001900-016548-021771-027926_0_2_0_2_75_000_200,1,[1899],['보령부스파정 5mg'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_75_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-021771/K-001900-016548-021771-027926_0_2_0_2_70_000_200.json,K-001900-016548-021771-027926_0_2_0_2_70_000_200.png,K-001900-016548-021771-027926_0_2_0_2_70_000_200,1,[21770],['라비에트정 20mg'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_70_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-021771/K-001900-016548-021771-027926_0_2_0_2_90_000_200.json,K-001900-016548-021771-027926_0_2_0_2_90_000_200.png,K-001900-016548-021771-027926_0_2_0_2_90_000_200,1,[21770],['라비에트정 20mg'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_90_000_200.png
../data/train_annotations/K-001900-016548-021771-027926_json/K-021771/K-001900-016548-021771-027926_0_2_0_2_75_000_200.json,K-001900-016548-021771-027926_0_2_0_2_75_000_200.png,K-001900-016548-021771-027926_0_2_0_2_75_000_200,1,[21770],['라비에트정 20mg'],True,../data/train_images/K-001900-016548-021771-027926_0_2_0_2_75_000_200.png
../data/train_annotations/K-003351-018147-036637_json/K-036637/K-003351-018147-036637_0_2_0_2_90_000_200.json,K-003351-018147-036637_0_2_0_2_90_000_200.png,K-003351-018147-036637_0_2_0_2_90_000_200,1,[36636],['로수젯정10/5밀리그램'],True,../data/train_images/K-003351-018147-036637_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-018147-036637_json/K-036637/K-003351-018147-036637_0_2_0_2_70_000_200.json,K-003351-018147-036637_0_2_0_2_70_000_200.png,K-003351-018147-036637_0_2_0_2_70_000_200,1,[36636],['로수젯정10/5밀리그램'],True,../data/train_images/K-003351-018147-036637_0_2_0_2_70_000_200.png
../data/train_annotations/K-003351-018147-036637_json/K-003351/K-003351-018147-036637_0_2_0_2_90_000_200.json,K-003351-018147-036637_0_2_0_2_90_000_200.png,K-003351-018147-036637_0_2_0_2_90_000_200,1,[3350],['일양하이트린정 2mg'],True,../data/train_images/K-003351-018147-036637_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-018147-036637_json/K-003351/K-003351-018147-036637_0_2_0_2_70_000_200.json,K-003351-018147-036637_0_2_0_2_70_000_200.png,K-003351-018147-036637_0_2_0_2_70_000_200,1,[3350],['일양하이트린정 2mg'],True,../data/train_images/K-003351-018147-036637_0_2_0_2_70_000_200.png
../data/train_annotations/K-003351-018147-036637_json/K-003351/K-003351-018147-036637_0_2_0_2_75_000_200.json,K-003351-018147-036637_0_2_0_2_75_000_200.png,K-003351-018147-036637_0_2_0_2_75_000_200,1,[3350],['일양하이트린정 2mg'],False,
../data/train_annotations/K-003351-018147-036637_json/K-018147/K-003351-018147-036637_0_2_0_2_90_000_200.json,K-003351-018147-036637_0_2_0_2_90_000_200.png,K-003351-018147-036637_0_2_0_2_90_000_200,1,[18146],['리리카캡슐 150mg'],True,../data/train_images/K-003351-018147-036637_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-018147-036637_json/K-018147/K-003351-018147-036637_0_2_0_2_70_000_200.json,K-003351-018147-036637_0_2_0_2_70_000_200.png,K-003351-018147-036637_0_2_0_2_70_000_200,1,[18146],['리리카캡슐 150mg'],True,../data/train_images/K-003351-018147-036637_0_2_0_2_70_000_200.png
../data/train_annotations/K-003351-018147-036637_json/K-018147/K-003351-018147-036637_0_2_0_2_75_000_200.json,K-003351-018147-036637_0_2_0_2_75_000_200.png,K-003351-018147-036637_0_2_0_2_75_000_200,1,[18146],['리리카캡슐 150mg'],False,
../data/train_annotations/K-003351-020014-029667_json/K-020014/K-003351-020014-029667_0_2_0_2_70_000_200.json,K-003351-020014-029667_0_2_0_2_70_000_200.png,K-003351-020014-029667_0_2_0_2_70_000_200,1,[20013],['마도파정'],False,
../data/train_annotations/K-003351-020014-029667_json/K-003351/K-003351-020014-029667_0_2_0_2_75_000_200.json,K-003351-020014-029667_0_2_0_2_75_000_200.png,K-003351-020014-029667_0_2_0_2_75_000_200,1,[3350],['일양하이트린정 2mg'],False,
../data/train_annotations/K-003351-020014-029667_json/K-003351/K-003351-020014-029667_0_2_0_2_90_000_200.json,K-003351-020014-029667_0_2_0_2_90_000_200.png,K-003351-020014-029667_0_2_0_2_90_000_200,1,[3350],['일양하이트린정 2mg'],False,
../data/train_annotations/K-003351-020014-029667_json/K-029667/K-003351-020014-029667_0_2_0_2_75_000_200.json,K-003351-020014-029667_0_2_0_2_75_000_200.png,K-003351-020014-029667_0_2_0_2_75_000_200,1,[29666],['리바로정 4mg'],False,
../data/train_annotations/K-003351-020014-029667_json/K-029667/K-003351-020014-029667_0_2_0_2_90_000_200.json,K-003351-020014-029667_0_2_0_2_90_000_200.png,K-003351-020014-029667_0_2_0_2_90_000_200,1,[29666],['리바로정 4mg'],False,
../data/train_annotations/K-003351-020014-029667_json/K-029667/K-003351-020014-029667_0_2_0_2_70_000_200.json,K-003351-020014-029667_0_2_0_2_70_000_200.png,K-003351-020014-029667_0_2_0_2_70_000_200,1,[29666],['리바로정 4mg'],False,
../data/train_annotations/K-003351-016262-019232_json/K-016262/K-003351-016262-019232_0_2_0_2_70_000_200.json,K-003351-016262-019232_0_2_0_2_70_000_200.png,K-003351-016262-019232_0_2_0_2_70_000_200,1,[16261],['크레스토정 20mg'],False,
../data/train_annotations/K-003351-016262-019232_json/K-016262/K-003351-016262-019232_0_2_0_2_90_000_200.json,K-003351-016262-019232_0_2_0_2_90_000_200.png,K-003351-016262-019232_0_2_0_2_90_000_200,1,[16261],['크레스토정 20mg'],True,../data/train_images/K-003351-016262-019232_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-016262-019232_json/K-016262/K-003351-016262-019232_0_2_0_2_75_000_200.json,K-003351-016262-019232_0_2_0_2_75_000_200.png,K-003351-016262-019232_0_2_0_2_75_000_200,1,[16261],['크레스토정 20mg'],False,
../data/train_annotations/K-003351-016262-019232_json/K-003351/K-003351-016262-019232_0_2_0_2_90_000_200.json,K-003351-016262-019232_0_2_0_2_90_000_200.png,K-003351-016262-019232_0_2_0_2_90_000_200,1,[3350],['일양하이트린정 2mg'],True,../data/train_images/K-003351-016262-019232_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-016262-019232_json/K-019232/K-003351-016262-019232_0_2_0_2_70_000_200.json,K-003351-016262-019232_0_2_0_2_70_000_200.png,K-003351-016262-019232_0_2_0_2_70_000_200,1,[19231],['콜리네이트연질캡슐 400mg'],False,
../data/train_annotations/K-003351-016262-019232_json/K-019232/K-003351-016262-019232_0_2_0_2_90_000_200.json,K-003351-016262-019232_0_2_0_2_90_000_200.png,K-003351-016262-019232_0_2_0_2_90_000_200,1,[19231],['콜리네이트연질캡슐 400mg'],True,../data/train_images/K-003351-016262-019232_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-016262-019232_json/K-019232/K-003351-016262-019232_0_2_0_2_75_000_200.json,K-003351-016262-019232_0_2_0_2_75_000_200.png,K-003351-016262-019232_0_2_0_2_75_000_200,1,[19231],['콜리네이트연질캡슐 400mg'],False,
../data/train_annotations/K-003351-018357-021325_json/K-018357/K-003351-018357-021325_0_2_0_2_75_000_200.json,K-003351-018357-021325_0_2_0_2_75_000_200.png,K-003351-018357-021325_0_2_0_2_75_000_200,1,[18356],['종근당글리아티린연질캡슐(콜린알포세레이트)\xa0'],False,
../data/train_annotations/K-003351-018357-021325_json/K-018357/K-003351-018357-021325_0_2_0_2_90_000_200.json,K-003351-018357-021325_0_2_0_2_90_000_200.png,K-003351-018357-021325_0_2_0_2_90_000_200,1,[18356],['종근당글리아티린연질캡슐(콜린알포세레이트)\xa0'],True,../data/train_images/K-003351-018357-021325_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-018357-021325_json/K-018357/K-003351-018357-021325_0_2_0_2_70_000_200.json,K-003351-018357-021325_0_2_0_2_70_000_200.png,K-003351-018357-021325_0_2_0_2_70_000_200,1,[18356],['종근당글리아티린연질캡슐(콜린알포세레이트)\xa0'],True,../data/train_images/K-003351-018357-021325_0_2_0_2_70_000_200.png
../data/train_annotations/K-003351-018357-021325_json/K-021325/K-003351-018357-021325_0_2_0_2_75_000_200.json,K-003351-018357-021325_0_2_0_2_75_000_200.png,K-003351-018357-021325_0_2_0_2_75_000_200,1,[21324],['아토르바정 10mg'],False,
../data/train_annotations/K-003351-018357-021325_json/K-021325/K-003351-018357-021325_0_2_0_2_90_000_200.json,K-003351-018357-021325_0_2_0_2_90_000_200.png,K-003351-018357-021325_0_2_0_2_90_000_200,1,[21324],['아토르바정 10mg'],True,../data/train_images/K-003351-018357-021325_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-018357-021325_json/K-021325/K-003351-018357-021325_0_2_0_2_70_000_200.json,K-003351-018357-021325_0_2_0_2_70_000_200.png,K-003351-018357-021325_0_2_0_2_70_000_200,1,[21324],['아토르바정 10mg'],True,../data/train_images/K-003351-018357-021325_0_2_0_2_70_000_200.png
../data/train_annotations/K-003351-018357-021325_json/K-003351/K-003351-018357-021325_0_2_0_2_90_000_200.json,K-003351-018357-021325_0_2_0_2_90_000_200.png,K-003351-018357-021325_0_2_0_2_90_000_200,1,[3350],['일양하이트린정 2mg'],True,../data/train_images/K-003351-018357-021325_0_2_0_2_90_000_200.png
../data/train_annotations/K-003351-018357-021325_json/K-003351/K-003351-018357-021325_0_2_0_2_70_000_200.json,K-003351-018357-021325_0_2_0_2_70_000_200.png,K-003351-018357-021325_0_2_0_2_70_000_200,1,[3350],['일양하이트린정 2mg'],True,../data/train_images/K-003351-018357-021325_0_2_0_2_70_000_200.png
